player,team,color,date,rating
donk,Spirit,#ef476f,2025-08-11,1.2777
donk,Spirit,#ef476f,2025-08-18,1.2780
donk,Spirit,#ef476f,2025-08-25,1.2841
donk,Spirit,#ef476f,2025-09-01,1.2985
donk,Spirit,#ef476f,2025-09-08,1.3014
donk,Spirit,#ef476f,2025-09-15,1.3012
donk,Spirit,#ef476f,2025-09-22,1.2981
donk,Spirit,#ef476f,2025-09-29,1.3184
donk,Spirit,#ef476f,2025-10-06,1.3201
donk,Spirit,#ef476f,2025-10-13,1.3327
donk,Spirit,#ef476f,2025-10-20,1.3259
donk,Spirit,#ef476f,2025-10-27,1.3257
donk,Spirit,#ef476f,2025-11-03,1.3258
donk,Spirit,#ef476f,2025-11-10,1.3348
donk,Spirit,#ef476f,2025-11-17,1.3381
donk,Spirit,#ef476f,2025-11-24,1.3394
donk,Spirit,#ef476f,2025-12-01,1.3449
donk,Spirit,#ef476f,2025-12-08,1.3469
donk,Spirit,#ef476f,2025-12-15,1.3390
donk,Spirit,#ef476f,2025-12-22,1.3468
donk,Spirit,#ef476f,2025-12-29,1.3387
donk,Spirit,#ef476f,2026-01-05,1.3457
donk,Spirit,#ef476f,2026-01-12,1.3377
donk,Spirit,#ef476f,2026-01-19,1.3451
donk,Spirit,#ef476f,2026-01-26,1.3515
donk,Spirit,#ef476f,2026-02-02,1.3394
donk,Spirit,#ef476f,2026-02-09,1.3375
donk,Spirit,#ef476f,2026-02-16,1.3592
donk,Spirit,#ef476f,2026-02-23,1.3511
donk,Spirit,#ef476f,2026-03-02,1.3461
donk,Spirit,#ef476f,2026-03-09,1.3417
donk,Spirit,#ef476f,2026-03-16,1.3495
donk,Spirit,#ef476f,2026-03-23,1.3494
donk,Spirit,#ef476f,2026-03-30,1.3510
donk,Spirit,#ef476f,2026-04-06,1.3455
donk,Spirit,#ef476f,2026-04-13,1.3550
donk,Spirit,#ef476f,2026-04-20,1.3486
donk,Spirit,#ef476f,2026-04-27,1.3478
donk,Spirit,#ef476f,2026-05-04,1.3453
donk,Spirit,#ef476f,2026-05-11,1.3426
donk,Spirit,#ef476f,2026-05-18,1.3362
donk,Spirit,#ef476f,2026-05-25,1.3362
donk,Spirit,#ef476f,2026-06-01,1.3311
m0NESY,G2,#06d6a0,2022-02-21,1.1153
m0NESY,G2,#06d6a0,2022-02-28,1.1092
m0NESY,G2,#06d6a0,2022-03-07,1.1105
m0NESY,G2,#06d6a0,2022-03-14,1.1134
m0NESY,G2,#06d6a0,2022-03-21,1.1068
m0NESY,G2,#06d6a0,2022-03-28,1.1033
m0NESY,G2,#06d6a0,2022-04-04,1.1065
m0NESY,G2,#06d6a0,2022-04-11,1.1037
m0NESY,G2,#06d6a0,2022-04-18,1.1017
m0NESY,G2,#06d6a0,2022-04-25,1.1078
m0NESY,G2,#06d6a0,2022-05-02,1.1083
m0NESY,G2,#06d6a0,2022-05-09,1.1084
m0NESY,G2,#06d6a0,2022-05-16,1.1135
m0NESY,G2,#06d6a0,2022-05-23,1.1284
m0NESY,G2,#06d6a0,2022-05-30,1.1297
m0NESY,G2,#06d6a0,2022-06-06,1.1335
m0NESY,G2,#06d6a0,2022-06-13,1.1262
m0NESY,G2,#06d6a0,2022-06-20,1.1352
m0NESY,G2,#06d6a0,2022-06-27,1.1451
m0NESY,G2,#06d6a0,2022-07-04,1.1492
m0NESY,G2,#06d6a0,2022-07-11,1.1486
m0NESY,G2,#06d6a0,2022-07-18,1.1525
m0NESY,G2,#06d6a0,2022-07-25,1.1544
m0NESY,G2,#06d6a0,2022-08-01,1.1698
m0NESY,G2,#06d6a0,2022-08-08,1.1809
m0NESY,G2,#06d6a0,2022-08-15,1.1753
m0NESY,G2,#06d6a0,2022-08-22,1.1653
m0NESY,G2,#06d6a0,2022-08-29,1.1702
m0NESY,G2,#06d6a0,2022-09-05,1.1675
m0NESY,G2,#06d6a0,2022-09-12,1.1691
m0NESY,G2,#06d6a0,2022-09-19,1.1616
m0NESY,G2,#06d6a0,2022-09-26,1.1544
m0NESY,G2,#06d6a0,2022-10-03,1.1521
m0NESY,G2,#06d6a0,2022-10-10,1.1581
m0NESY,G2,#06d6a0,2022-10-17,1.1448
m0NESY,G2,#06d6a0,2022-10-24,1.1536
m0NESY,G2,#06d6a0,2022-10-31,1.1383
m0NESY,G2,#06d6a0,2022-11-07,1.1316
m0NESY,G2,#06d6a0,2022-11-14,1.1414
m0NESY,G2,#06d6a0,2022-11-21,1.1493
m0NESY,G2,#06d6a0,2022-11-28,1.1528
m0NESY,G2,#06d6a0,2022-12-05,1.1486
m0NESY,G2,#06d6a0,2022-12-12,1.1576
m0NESY,G2,#06d6a0,2022-12-19,1.1654
m0NESY,G2,#06d6a0,2022-12-26,1.1674
m0NESY,G2,#06d6a0,2023-01-02,1.1664
m0NESY,G2,#06d6a0,2023-01-09,1.1543
m0NESY,G2,#06d6a0,2023-01-16,1.1494
m0NESY,G2,#06d6a0,2023-01-23,1.1500
m0NESY,G2,#06d6a0,2023-01-30,1.1536
m0NESY,G2,#06d6a0,2023-02-06,1.1710
m0NESY,G2,#06d6a0,2023-02-13,1.1691
m0NESY,G2,#06d6a0,2023-02-20,1.1618
m0NESY,G2,#06d6a0,2023-02-27,1.1598
m0NESY,G2,#06d6a0,2023-03-06,1.1731
m0NESY,G2,#06d6a0,2023-03-13,1.1779
m0NESY,G2,#06d6a0,2023-03-20,1.1813
m0NESY,G2,#06d6a0,2023-03-27,1.1767
m0NESY,G2,#06d6a0,2023-04-03,1.1915
m0NESY,G2,#06d6a0,2023-04-10,1.1986
m0NESY,G2,#06d6a0,2023-04-17,1.2117
m0NESY,G2,#06d6a0,2023-04-24,1.2090
m0NESY,G2,#06d6a0,2023-05-01,1.2090
m0NESY,G2,#06d6a0,2023-05-08,1.1907
m0NESY,G2,#06d6a0,2023-05-15,1.2018
m0NESY,G2,#06d6a0,2023-05-22,1.2101
m0NESY,G2,#06d6a0,2023-05-29,1.2173
m0NESY,G2,#06d6a0,2023-06-05,1.2218
m0NESY,G2,#06d6a0,2023-06-12,1.2169
m0NESY,G2,#06d6a0,2023-06-19,1.2202
m0NESY,G2,#06d6a0,2023-06-26,1.2292
m0NESY,G2,#06d6a0,2023-07-03,1.2268
m0NESY,G2,#06d6a0,2023-07-10,1.2302
m0NESY,G2,#06d6a0,2023-07-17,1.2285
m0NESY,G2,#06d6a0,2023-07-24,1.2373
m0NESY,G2,#06d6a0,2023-07-31,1.2441
m0NESY,G2,#06d6a0,2023-08-07,1.2558
m0NESY,G2,#06d6a0,2023-08-14,1.2466
m0NESY,G2,#06d6a0,2023-08-21,1.2495
m0NESY,G2,#06d6a0,2023-08-28,1.2507
m0NESY,G2,#06d6a0,2023-09-04,1.2462
m0NESY,G2,#06d6a0,2023-09-11,1.2474
m0NESY,G2,#06d6a0,2023-09-18,1.2306
m0NESY,G2,#06d6a0,2023-09-25,1.2269
m0NESY,G2,#06d6a0,2023-10-02,1.2229
m0NESY,G2,#06d6a0,2023-10-09,1.2194
m0NESY,G2,#06d6a0,2023-10-16,1.2177
m0NESY,G2,#06d6a0,2023-10-23,1.2122
m0NESY,G2,#06d6a0,2023-10-30,1.1991
m0NESY,G2,#06d6a0,2023-11-06,1.2054
m0NESY,G2,#06d6a0,2023-11-13,1.2166
m0NESY,G2,#06d6a0,2023-11-20,1.2180
m0NESY,G2,#06d6a0,2023-11-27,1.2148
m0NESY,G2,#06d6a0,2023-12-04,1.2185
m0NESY,G2,#06d6a0,2023-12-11,1.2244
m0NESY,G2,#06d6a0,2023-12-18,1.2306
m0NESY,G2,#06d6a0,2023-12-25,1.2351
m0NESY,G2,#06d6a0,2024-01-01,1.2297
m0NESY,G2,#06d6a0,2024-01-08,1.2341
m0NESY,G2,#06d6a0,2024-01-15,1.2312
m0NESY,G2,#06d6a0,2024-01-22,1.2237
m0NESY,G2,#06d6a0,2024-01-29,1.2354
m0NESY,G2,#06d6a0,2024-02-05,1.2349
m0NESY,G2,#06d6a0,2024-02-12,1.2052
m0NESY,G2,#06d6a0,2024-02-19,1.2019
m0NESY,G2,#06d6a0,2024-02-26,1.2049
m0NESY,G2,#06d6a0,2024-03-04,1.1882
m0NESY,G2,#06d6a0,2024-03-11,1.1812
m0NESY,G2,#06d6a0,2024-03-18,1.1855
m0NESY,G2,#06d6a0,2024-03-25,1.1895
m0NESY,G2,#06d6a0,2024-04-01,1.1835
m0NESY,G2,#06d6a0,2024-04-08,1.1776
m0NESY,G2,#06d6a0,2024-04-15,1.1734
m0NESY,G2,#06d6a0,2024-04-22,1.1775
m0NESY,G2,#06d6a0,2024-04-29,1.1722
m0NESY,G2,#06d6a0,2024-05-06,1.1704
m0NESY,G2,#06d6a0,2024-05-13,1.1927
m0NESY,G2,#06d6a0,2024-05-20,1.1986
m0NESY,G2,#06d6a0,2024-05-27,1.1905
m0NESY,G2,#06d6a0,2024-06-03,1.2130
m0NESY,G2,#06d6a0,2024-06-10,1.2108
m0NESY,G2,#06d6a0,2024-06-17,1.2139
m0NESY,G2,#06d6a0,2024-06-24,1.2144
m0NESY,G2,#06d6a0,2024-07-01,1.2327
m0NESY,G2,#06d6a0,2024-07-08,1.2383
m0NESY,G2,#06d6a0,2024-07-15,1.2568
m0NESY,G2,#06d6a0,2024-07-22,1.2542
m0NESY,G2,#06d6a0,2024-07-29,1.2627
m0NESY,G2,#06d6a0,2024-08-05,1.2642
m0NESY,G2,#06d6a0,2024-08-12,1.2630
m0NESY,G2,#06d6a0,2024-08-19,1.2513
m0NESY,G2,#06d6a0,2024-08-26,1.2630
m0NESY,G2,#06d6a0,2024-09-02,1.2516
m0NESY,G2,#06d6a0,2024-09-09,1.2421
m0NESY,G2,#06d6a0,2024-09-16,1.2369
m0NESY,G2,#06d6a0,2024-09-23,1.2444
m0NESY,G2,#06d6a0,2024-09-30,1.2325
m0NESY,G2,#06d6a0,2024-10-07,1.2400
m0NESY,G2,#06d6a0,2024-10-14,1.2338
m0NESY,G2,#06d6a0,2024-10-21,1.2409
m0NESY,G2,#06d6a0,2024-10-28,1.2379
m0NESY,G2,#06d6a0,2024-11-04,1.2371
m0NESY,G2,#06d6a0,2024-11-11,1.2302
m0NESY,G2,#06d6a0,2024-11-18,1.2376
m0NESY,G2,#06d6a0,2024-11-25,1.2332
m0NESY,G2,#06d6a0,2024-12-02,1.2293
m0NESY,G2,#06d6a0,2024-12-09,1.2414
m0NESY,G2,#06d6a0,2024-12-16,1.2400
m0NESY,G2,#06d6a0,2024-12-23,1.2337
m0NESY,G2,#06d6a0,2024-12-30,1.2373
m0NESY,G2,#06d6a0,2025-01-06,1.2256
m0NESY,G2,#06d6a0,2025-01-13,1.2362
m0NESY,G2,#06d6a0,2025-01-20,1.2397
m0NESY,G2,#06d6a0,2025-01-27,1.2428
m0NESY,G2,#06d6a0,2025-02-03,1.2389
m0NESY,G2,#06d6a0,2025-02-10,1.2346
m0NESY,G2,#06d6a0,2025-02-17,1.2262
m0NESY,G2,#06d6a0,2025-02-24,1.2320
m0NESY,G2,#06d6a0,2025-03-03,1.2414
m0NESY,G2,#06d6a0,2025-03-10,1.2341
m0NESY,G2,#06d6a0,2025-03-17,1.2462
m0NESY,G2,#06d6a0,2025-03-24,1.2521
m0NESY,G2,#06d6a0,2025-03-31,1.2568
m0NESY,G2,#06d6a0,2025-04-07,1.2510
m0NESY,Falcons,#06d6a0,2025-04-14,1.2482
m0NESY,Falcons,#06d6a0,2025-04-21,1.2433
m0NESY,Falcons,#06d6a0,2025-04-28,1.2394
m0NESY,Falcons,#06d6a0,2025-05-05,1.2400
m0NESY,Falcons,#06d6a0,2025-05-12,1.2404
m0NESY,Falcons,#06d6a0,2025-05-19,1.2492
m0NESY,Falcons,#06d6a0,2025-05-26,1.2464
m0NESY,Falcons,#06d6a0,2025-06-02,1.2343
m0NESY,Falcons,#06d6a0,2025-06-09,1.2360
m0NESY,Falcons,#06d6a0,2025-06-16,1.2361
m0NESY,Falcons,#06d6a0,2025-06-23,1.2316
m0NESY,Falcons,#06d6a0,2025-06-30,1.2369
m0NESY,Falcons,#06d6a0,2025-07-07,1.2516
m0NESY,Falcons,#06d6a0,2025-07-14,1.2451
m0NESY,Falcons,#06d6a0,2025-07-21,1.2435
m0NESY,Falcons,#06d6a0,2025-07-28,1.2513
m0NESY,Falcons,#06d6a0,2025-08-04,1.2560
m0NESY,Falcons,#06d6a0,2025-08-11,1.2702
m0NESY,Falcons,#06d6a0,2025-08-18,1.2759
m0NESY,Falcons,#06d6a0,2025-08-25,1.2789
m0NESY,Falcons,#06d6a0,2025-09-01,1.2819
m0NESY,Falcons,#06d6a0,2025-09-08,1.2806
m0NESY,Falcons,#06d6a0,2025-09-15,1.2710
m0NESY,Falcons,#06d6a0,2025-09-22,1.2693
m0NESY,Falcons,#06d6a0,2025-09-29,1.2579
m0NESY,Falcons,#06d6a0,2025-10-06,1.2499
m0NESY,Falcons,#06d6a0,2025-10-13,1.2499
m0NESY,Falcons,#06d6a0,2025-10-20,1.2582
m0NESY,Falcons,#06d6a0,2025-10-27,1.2704
m0NESY,Falcons,#06d6a0,2025-11-03,1.2696
m0NESY,Falcons,#06d6a0,2025-11-10,1.2693
m0NESY,Falcons,#06d6a0,2025-11-17,1.2589
m0NESY,Falcons,#06d6a0,2025-11-24,1.2753
m0NESY,Falcons,#06d6a0,2025-12-01,1.2760
m0NESY,Falcons,#06d6a0,2025-12-08,1.2762
m0NESY,Falcons,#06d6a0,2025-12-15,1.2841
m0NESY,Falcons,#06d6a0,2025-12-22,1.2838
m0NESY,Falcons,#06d6a0,2025-12-29,1.2872
m0NESY,Falcons,#06d6a0,2026-01-05,1.2944
m0NESY,Falcons,#06d6a0,2026-01-12,1.2916
m0NESY,Falcons,#06d6a0,2026-01-19,1.2811
m0NESY,Falcons,#06d6a0,2026-01-26,1.2695
m0NESY,Falcons,#06d6a0,2026-02-02,1.2695
m0NESY,Falcons,#06d6a0,2026-02-09,1.2753
m0NESY,Falcons,#06d6a0,2026-02-16,1.2668
m0NESY,Falcons,#06d6a0,2026-02-23,1.2529
m0NESY,Falcons,#06d6a0,2026-03-02,1.2599
m0NESY,Falcons,#06d6a0,2026-03-09,1.2589
m0NESY,Falcons,#06d6a0,2026-03-16,1.2635
m0NESY,Falcons,#06d6a0,2026-03-23,1.2737
m0NESY,Falcons,#06d6a0,2026-03-30,1.2686
m0NESY,Falcons,#06d6a0,2026-04-06,1.2709
m0NESY,Falcons,#06d6a0,2026-04-13,1.2716
m0NESY,Falcons,#06d6a0,2026-04-20,1.2746
m0NESY,Falcons,#06d6a0,2026-04-27,1.2742
m0NESY,Falcons,#06d6a0,2026-05-04,1.2709
m0NESY,Falcons,#06d6a0,2026-05-11,1.2699
m0NESY,Falcons,#06d6a0,2026-05-18,1.2694
m0NESY,Falcons,#06d6a0,2026-05-25,1.2748
m0NESY,Falcons,#06d6a0,2026-06-01,1.2718
sh1ro,Gambit,#4cc9f0,2020-11-19,1.1792
sh1ro,Gambit,#4cc9f0,2020-11-26,1.1675
sh1ro,Gambit,#4cc9f0,2020-12-03,1.1687
sh1ro,Gambit,#4cc9f0,2020-12-10,1.1823
sh1ro,Gambit,#4cc9f0,2020-12-17,1.1877
sh1ro,Gambit,#4cc9f0,2020-12-24,1.1877
sh1ro,Gambit,#4cc9f0,2020-12-31,1.1877
sh1ro,Gambit,#4cc9f0,2021-01-07,1.1854
sh1ro,Gambit,#4cc9f0,2021-01-14,1.1966
sh1ro,Gambit,#4cc9f0,2021-01-21,1.1970
sh1ro,Gambit,#4cc9f0,2021-01-28,1.2225
sh1ro,Gambit,#4cc9f0,2021-02-04,1.2225
sh1ro,Gambit,#4cc9f0,2021-02-11,1.2264
sh1ro,Gambit,#4cc9f0,2021-02-18,1.2273
sh1ro,Gambit,#4cc9f0,2021-02-25,1.2495
sh1ro,Gambit,#4cc9f0,2021-03-04,1.2525
sh1ro,Gambit,#4cc9f0,2021-03-11,1.2503
sh1ro,Gambit,#4cc9f0,2021-03-18,1.2540
sh1ro,Gambit,#4cc9f0,2021-03-25,1.2526
sh1ro,Gambit,#4cc9f0,2021-04-01,1.2483
sh1ro,Gambit,#4cc9f0,2021-04-08,1.2502
sh1ro,Gambit,#4cc9f0,2021-04-15,1.2410
sh1ro,Gambit,#4cc9f0,2021-04-22,1.2410
sh1ro,Gambit,#4cc9f0,2021-04-29,1.2340
sh1ro,Gambit,#4cc9f0,2021-05-06,1.2418
sh1ro,Gambit,#4cc9f0,2021-05-13,1.2400
sh1ro,Gambit,#4cc9f0,2021-05-20,1.2514
sh1ro,Gambit,#4cc9f0,2021-05-27,1.2549
sh1ro,Gambit,#4cc9f0,2021-06-03,1.2532
sh1ro,Gambit,#4cc9f0,2021-06-10,1.2618
sh1ro,Gambit,#4cc9f0,2021-06-17,1.2597
sh1ro,Gambit,#4cc9f0,2021-06-24,1.2635
sh1ro,Gambit,#4cc9f0,2021-07-01,1.2667
sh1ro,Gambit,#4cc9f0,2021-07-08,1.2642
sh1ro,Gambit,#4cc9f0,2021-07-15,1.2660
sh1ro,Gambit,#4cc9f0,2021-07-22,1.2734
sh1ro,Gambit,#4cc9f0,2021-07-29,1.2746
sh1ro,Gambit,#4cc9f0,2021-08-05,1.2647
sh1ro,Gambit,#4cc9f0,2021-08-12,1.2660
sh1ro,Gambit,#4cc9f0,2021-08-19,1.2491
sh1ro,Gambit,#4cc9f0,2021-08-26,1.2354
sh1ro,Gambit,#4cc9f0,2021-09-02,1.2389
sh1ro,Gambit,#4cc9f0,2021-09-09,1.2355
sh1ro,Gambit,#4cc9f0,2021-09-16,1.2412
sh1ro,Gambit,#4cc9f0,2021-09-23,1.2280
sh1ro,Gambit,#4cc9f0,2021-09-30,1.2247
sh1ro,Gambit,#4cc9f0,2021-10-07,1.2260
sh1ro,Gambit,#4cc9f0,2021-10-14,1.2239
sh1ro,Gambit,#4cc9f0,2021-10-21,1.2138
sh1ro,Gambit,#4cc9f0,2021-10-28,1.2191
sh1ro,Gambit,#4cc9f0,2021-11-04,1.2318
sh1ro,Gambit,#4cc9f0,2021-11-11,1.2394
sh1ro,Gambit,#4cc9f0,2021-11-18,1.2620
sh1ro,Gambit,#4cc9f0,2021-11-25,1.2688
sh1ro,Gambit,#4cc9f0,2021-12-02,1.2688
sh1ro,Gambit,#4cc9f0,2021-12-09,1.2575
sh1ro,Gambit,#4cc9f0,2021-12-16,1.2519
sh1ro,Gambit,#4cc9f0,2021-12-23,1.2635
sh1ro,Gambit,#4cc9f0,2021-12-30,1.2668
sh1ro,Gambit,#4cc9f0,2022-01-06,1.2698
sh1ro,Gambit,#4cc9f0,2022-01-13,1.2778
sh1ro,Gambit,#4cc9f0,2022-01-20,1.2707
sh1ro,Gambit,#4cc9f0,2022-01-27,1.2640
sh1ro,Gambit,#4cc9f0,2022-02-03,1.2541
sh1ro,Gambit,#4cc9f0,2022-02-10,1.2491
sh1ro,Gambit,#4cc9f0,2022-02-17,1.2307
sh1ro,Gambit,#4cc9f0,2022-02-24,1.2332
sh1ro,Gambit,#4cc9f0,2022-03-03,1.2364
sh1ro,Gambit,#4cc9f0,2022-03-10,1.2358
sh1ro,Gambit,#4cc9f0,2022-03-17,1.2264
sh1ro,Gambit,#4cc9f0,2022-03-24,1.2375
sh1ro,Gambit,#4cc9f0,2022-03-31,1.2333
sh1ro,Gambit,#4cc9f0,2022-04-07,1.2345
sh1ro,Gambit,#4cc9f0,2022-04-14,1.2343
sh1ro,Gambit,#4cc9f0,2022-04-21,1.2617
sh1ro,Cloud9,#4cc9f0,2022-04-28,1.2629
sh1ro,Cloud9,#4cc9f0,2022-05-05,1.2621
sh1ro,Cloud9,#4cc9f0,2022-05-12,1.2669
sh1ro,Cloud9,#4cc9f0,2022-05-19,1.2747
sh1ro,Cloud9,#4cc9f0,2022-05-26,1.2751
sh1ro,Cloud9,#4cc9f0,2022-06-02,1.2749
sh1ro,Cloud9,#4cc9f0,2022-06-09,1.2829
sh1ro,Cloud9,#4cc9f0,2022-06-16,1.3032
sh1ro,Cloud9,#4cc9f0,2022-06-23,1.2926
sh1ro,Cloud9,#4cc9f0,2022-06-30,1.2999
sh1ro,Cloud9,#4cc9f0,2022-07-07,1.2989
sh1ro,Cloud9,#4cc9f0,2022-07-14,1.2963
sh1ro,Cloud9,#4cc9f0,2022-07-21,1.2821
sh1ro,Cloud9,#4cc9f0,2022-07-28,1.2806
sh1ro,Cloud9,#4cc9f0,2022-08-04,1.2861
sh1ro,Cloud9,#4cc9f0,2022-08-11,1.2736
sh1ro,Cloud9,#4cc9f0,2022-08-18,1.2765
sh1ro,Cloud9,#4cc9f0,2022-08-25,1.2674
sh1ro,Cloud9,#4cc9f0,2022-09-01,1.2605
sh1ro,Cloud9,#4cc9f0,2022-09-08,1.2586
sh1ro,Cloud9,#4cc9f0,2022-09-15,1.2590
sh1ro,Cloud9,#4cc9f0,2022-09-22,1.2651
sh1ro,Cloud9,#4cc9f0,2022-09-29,1.2614
sh1ro,Cloud9,#4cc9f0,2022-10-06,1.2588
sh1ro,Cloud9,#4cc9f0,2022-10-13,1.2568
sh1ro,Cloud9,#4cc9f0,2022-10-20,1.2547
sh1ro,Cloud9,#4cc9f0,2022-10-27,1.2600
sh1ro,Cloud9,#4cc9f0,2022-11-03,1.2611
sh1ro,Cloud9,#4cc9f0,2022-11-10,1.2654
sh1ro,Cloud9,#4cc9f0,2022-11-17,1.2618
sh1ro,Cloud9,#4cc9f0,2022-11-24,1.2746
sh1ro,Cloud9,#4cc9f0,2022-12-01,1.2822
sh1ro,Cloud9,#4cc9f0,2022-12-08,1.2823
sh1ro,Cloud9,#4cc9f0,2022-12-15,1.2672
sh1ro,Cloud9,#4cc9f0,2022-12-22,1.2641
sh1ro,Cloud9,#4cc9f0,2022-12-29,1.2701
sh1ro,Cloud9,#4cc9f0,2023-01-05,1.2741
sh1ro,Cloud9,#4cc9f0,2023-01-12,1.2788
sh1ro,Cloud9,#4cc9f0,2023-01-19,1.2857
sh1ro,Cloud9,#4cc9f0,2023-01-26,1.2772
sh1ro,Cloud9,#4cc9f0,2023-02-02,1.2622
sh1ro,Cloud9,#4cc9f0,2023-02-09,1.2607
sh1ro,Cloud9,#4cc9f0,2023-02-16,1.2568
sh1ro,Cloud9,#4cc9f0,2023-02-23,1.2481
sh1ro,Cloud9,#4cc9f0,2023-03-02,1.2523
sh1ro,Cloud9,#4cc9f0,2023-03-09,1.2430
sh1ro,Cloud9,#4cc9f0,2023-03-16,1.2486
sh1ro,Cloud9,#4cc9f0,2023-03-23,1.2420
sh1ro,Cloud9,#4cc9f0,2023-03-30,1.2438
sh1ro,Cloud9,#4cc9f0,2023-04-06,1.2460
sh1ro,Cloud9,#4cc9f0,2023-04-13,1.2444
sh1ro,Cloud9,#4cc9f0,2023-04-20,1.2382
sh1ro,Cloud9,#4cc9f0,2023-04-27,1.2288
sh1ro,Cloud9,#4cc9f0,2023-05-04,1.2320
sh1ro,Cloud9,#4cc9f0,2023-05-11,1.2326
sh1ro,Cloud9,#4cc9f0,2023-05-18,1.2222
sh1ro,Cloud9,#4cc9f0,2023-05-25,1.2213
sh1ro,Cloud9,#4cc9f0,2023-06-01,1.2063
sh1ro,Cloud9,#4cc9f0,2023-06-08,1.2072
sh1ro,Cloud9,#4cc9f0,2023-06-15,1.2068
sh1ro,Cloud9,#4cc9f0,2023-06-22,1.2075
sh1ro,Cloud9,#4cc9f0,2023-06-29,1.1958
sh1ro,Cloud9,#4cc9f0,2023-07-06,1.1807
sh1ro,Cloud9,#4cc9f0,2023-07-13,1.1723
sh1ro,Cloud9,#4cc9f0,2023-07-20,1.1719
sh1ro,Cloud9,#4cc9f0,2023-07-27,1.1704
sh1ro,Cloud9,#4cc9f0,2023-08-03,1.1805
sh1ro,Cloud9,#4cc9f0,2023-08-10,1.1763
sh1ro,Cloud9,#4cc9f0,2023-08-17,1.1815
sh1ro,Cloud9,#4cc9f0,2023-08-24,1.1709
sh1ro,Cloud9,#4cc9f0,2023-08-31,1.1802
sh1ro,Cloud9,#4cc9f0,2023-09-07,1.1910
sh1ro,Cloud9,#4cc9f0,2023-09-14,1.1894
sh1ro,Cloud9,#4cc9f0,2023-09-21,1.1924
sh1ro,Cloud9,#4cc9f0,2023-09-28,1.1900
sh1ro,Cloud9,#4cc9f0,2023-10-05,1.1969
sh1ro,Cloud9,#4cc9f0,2023-10-12,1.1978
sh1ro,Cloud9,#4cc9f0,2023-10-19,1.1938
sh1ro,Cloud9,#4cc9f0,2023-10-26,1.1954
sh1ro,Cloud9,#4cc9f0,2023-11-02,1.1861
sh1ro,Cloud9,#4cc9f0,2023-11-09,1.1762
sh1ro,Cloud9,#4cc9f0,2023-11-16,1.1733
sh1ro,Cloud9,#4cc9f0,2023-11-23,1.1780
sh1ro,Cloud9,#4cc9f0,2023-11-30,1.1776
sh1ro,Cloud9,#4cc9f0,2023-12-07,1.1660
sh1ro,Cloud9,#4cc9f0,2023-12-14,1.1617
sh1ro,Spirit,#4cc9f0,2023-12-21,1.1524
sh1ro,Spirit,#4cc9f0,2023-12-28,1.1577
sh1ro,Spirit,#4cc9f0,2024-01-04,1.1585
sh1ro,Spirit,#4cc9f0,2024-01-11,1.1532
sh1ro,Spirit,#4cc9f0,2024-01-18,1.1616
sh1ro,Spirit,#4cc9f0,2024-01-25,1.1636
sh1ro,Spirit,#4cc9f0,2024-02-01,1.1542
sh1ro,Spirit,#4cc9f0,2024-02-08,1.1683
sh1ro,Spirit,#4cc9f0,2024-02-15,1.1666
sh1ro,Spirit,#4cc9f0,2024-02-22,1.1720
sh1ro,Spirit,#4cc9f0,2024-02-29,1.1734
sh1ro,Spirit,#4cc9f0,2024-03-07,1.1707
sh1ro,Spirit,#4cc9f0,2024-03-14,1.1805
sh1ro,Spirit,#4cc9f0,2024-03-21,1.1866
sh1ro,Spirit,#4cc9f0,2024-03-28,1.1934
sh1ro,Spirit,#4cc9f0,2024-04-04,1.1912
sh1ro,Spirit,#4cc9f0,2024-04-11,1.2038
sh1ro,Spirit,#4cc9f0,2024-04-18,1.1979
sh1ro,Spirit,#4cc9f0,2024-04-25,1.2015
sh1ro,Spirit,#4cc9f0,2024-05-02,1.2124
sh1ro,Spirit,#4cc9f0,2024-05-09,1.2102
sh1ro,Spirit,#4cc9f0,2024-05-16,1.2111
sh1ro,Spirit,#4cc9f0,2024-05-23,1.2058
sh1ro,Spirit,#4cc9f0,2024-05-30,1.2078
sh1ro,Spirit,#4cc9f0,2024-06-06,1.2180
sh1ro,Spirit,#4cc9f0,2024-06-13,1.2075
sh1ro,Spirit,#4cc9f0,2024-06-20,1.2089
sh1ro,Spirit,#4cc9f0,2024-06-27,1.2013
sh1ro,Spirit,#4cc9f0,2024-07-04,1.2085
sh1ro,Spirit,#4cc9f0,2024-07-11,1.2046
sh1ro,Spirit,#4cc9f0,2024-07-18,1.2215
sh1ro,Spirit,#4cc9f0,2024-07-25,1.2136
sh1ro,Spirit,#4cc9f0,2024-08-01,1.2086
sh1ro,Spirit,#4cc9f0,2024-08-08,1.2262
sh1ro,Spirit,#4cc9f0,2024-08-15,1.2343
sh1ro,Spirit,#4cc9f0,2024-08-22,1.2455
sh1ro,Spirit,#4cc9f0,2024-08-29,1.2370
sh1ro,Spirit,#4cc9f0,2024-09-05,1.2225
sh1ro,Spirit,#4cc9f0,2024-09-12,1.2309
sh1ro,Spirit,#4cc9f0,2024-09-19,1.2337
sh1ro,Spirit,#4cc9f0,2024-09-26,1.2409
sh1ro,Spirit,#4cc9f0,2024-10-03,1.2316
sh1ro,Spirit,#4cc9f0,2024-10-10,1.2342
sh1ro,Spirit,#4cc9f0,2024-10-17,1.2173
sh1ro,Spirit,#4cc9f0,2024-10-24,1.2200
