x,1
0.00000,0.00000
0.00100,0.00000
0.00200,0.00000
0.00300,0.00001
0.00400,0.00001
0.00500,0.00002
0.00600,0.00002
0.00700,0.00003
0.00800,0.00004
0.00900,0.00006
0.01000,0.00007
0.01100,0.00008
0.01200,0.00010
0.01300,0.00012
0.01400,0.00014
0.01500,0.00016
0.01600,0.00018
0.01700,0.00020
0.01800,0.00022
0.01900,0.00025
0.02000,0.00028
0.02100,0.00031
0.02200,0.00034
0.02300,0.00037
0.02400,0.00040
0.02501,0.00043
0.02601,0.00047
0.02701,0.00051
0.02801,0.00054
0.02901,0.00058
0.03001,0.00062
0.03101,0.00067
0.03201,0.00071
0.03301,0.00076
0.03401,0.00080
0.03501,0.00085
0.03601,0.00090
0.03701,0.00095
0.03801,0.00100
0.03901,0.00106
0.04001,0.00111
0.04101,0.00117
0.04201,0.00122
0.04301,0.00128
0.04401,0.00134
0.04501,0.00141
0.04601,0.00147
0.04701,0.00153
0.04801,0.00160
0.04901,0.00167
0.05001,0.00174
0.05101,0.00181
0.05201,0.00188
0.05301,0.00195
0.05401,0.00202
0.05501,0.00210
0.05601,0.00218
0.05701,0.00226
0.05801,0.00234
0.05901,0.00242
0.06001,0.00250
0.06101,0.00258
0.06201,0.00267
0.06301,0.00276
0.06401,0.00284
0.06501,0.00293
0.06601,0.00303
0.06701,0.00312
0.06801,0.00321
0.06901,0.00331
0.07001,0.00340
0.07101,0.00350
0.07201,0.00360
0.07301,0.00370
0.07401,0.00380
0.07502,0.00391
0.07602,0.00401
0.07702,0.00412
0.07802,0.00423
0.07902,0.00434
0.08002,0.00445
0.08102,0.00456
0.08202,0.00467
0.08302,0.00479
0.08402,0.00490
0.08502,0.00502
0.08602,0.00514
0.08702,0.00526
0.08802,0.00538
0.08902,0.00551
0.09002,0.00563
0.09102,0.00576
0.09202,0.00589
0.09302,0.00602
0.09402,0.00615
0.09502,0.00628
0.09602,0.00641
0.09702,0.00655
0.09802,0.00668
0.09902,0.00682
0.10002,0.00696
0.10102,0.00710
0.10202,0.00724
0.10302,0.00738
0.10402,0.00753
0.10502,0.00767
0.10602,0.00782
0.10702,0.00797
0.10802,0.00812
0.10902,0.00827
0.11002,0.00843
0.11102,0.00858
0.11202,0.00874
0.11302,0.00889
0.11402,0.00905
0.11502,0.00921
0.11602,0.00937
0.11702,0.00954
0.11802,0.00970
0.11902,0.00987
0.12002,0.01004
0.12102,0.01020
0.12202,0.01037
0.12302,0.01055
0.12402,0.01072
0.12503,0.01089
0.12603,0.01107
0.12703,0.01125
0.12803,0.01143
0.12903,0.01161
0.13003,0.01179
0.13103,0.01197
0.13203,0.01216
0.13303,0.01234
0.13403,0.01253
0.13503,0.01272
0.13603,0.01291
0.13703,0.01310
0.13803,0.01329
0.13903,0.01349
0.14003,0.01368
0.14103,0.01388
0.14203,0.01408
0.14303,0.01428
0.14403,0.01448
0.14503,0.01469
0.14603,0.01489
0.14703,0.01510
0.14803,0.01530
0.14903,0.01551
0.15003,0.01572
0.15103,0.01594
0.15203,0.01615
0.15303,0.01636
0.15403,0.01658
0.15503,0.01680
0.15603,0.01702
0.15703,0.01724
0.15803,0.01746
0.15903,0.01769
0.16003,0.01791
0.16103,0.01814
0.16203,0.01836
0.16303,0.01859
0.16403,0.01883
0.16503,0.01906
0.16603,0.01929
0.16703,0.01953
0.16803,0.01976
0.16903,0.02000
0.17003,0.02024
0.17103,0.02048
0.17203,0.02073
0.17303,0.02097
0.17403,0.02122
0.17504,0.02146
0.17604,0.02171
0.17704,0.02196
0.17804,0.02221
0.17904,0.02247
0.18004,0.02272
0.18104,0.02298
0.18204,0.02323
0.18304,0.02349
0.18404,0.02375
0.18504,0.02402
0.18604,0.02428
0.18704,0.02454
0.18804,0.02481
0.18904,0.02508
0.19004,0.02535
0.19104,0.02562
0.19204,0.02589
0.19304,0.02617
0.19404,0.02644
0.19504,0.02672
0.19604,0.02700
0.19704,0.02728
0.19804,0.02756
0.19904,0.02784
0.20004,0.02813
0.20104,0.02841
0.20204,0.02870
0.20304,0.02899
0.20404,0.02928
0.20504,0.02957
0.20604,0.02986
0.20704,0.03016
0.20804,0.03045
0.20904,0.03075
0.21004,0.03105
0.21104,0.03135
0.21204,0.03166
0.21304,0.03196
0.21404,0.03227
0.21504,0.03257
0.21604,0.03288
0.21704,0.03319
0.21804,0.03350
0.21904,0.03382
0.22004,0.03413
0.22104,0.03445
0.22204,0.03477
0.22304,0.03508
0.22404,0.03541
0.22505,0.03573
0.22605,0.03605
0.22705,0.03638
0.22805,0.03670
0.22905,0.03703
0.23005,0.03736
0.23105,0.03769
0.23205,0.03803
0.23305,0.03836
0.23405,0.03870
0.23505,0.03904
0.23605,0.03938
0.23705,0.03972
0.23805,0.04006
0.23905,0.04040
0.24005,0.04075
0.24105,0.04110
0.24205,0.04145
0.24305,0.04180
0.24405,0.04215
0.24505,0.04250
0.24605,0.04286
0.24705,0.04321
0.24805,0.04357
0.24905,0.04393
0.25005,0.04429
0.25105,0.04465
0.25205,0.04502
0.25305,0.04539
0.25405,0.04575
0.25505,0.04612
0.25605,0.04649
0.25705,0.04687
0.25805,0.04724
0.25905,0.04761
0.26005,0.04799
0.26105,0.04837
0.26205,0.04875
0.26305,0.04913
0.26405,0.04952
0.26505,0.04990
0.26605,0.05029
0.26705,0.05068
0.26805,0.05107
0.26905,0.05146
0.27005,0.05185
0.27105,0.05224
0.27205,0.05264
0.27305,0.05304
0.27405,0.05344
0.27506,0.05384
0.27606,0.05424
0.27706,0.05465
0.27806,0.05505
0.27906,0.05546
0.28006,0.05587
0.28106,0.05628
0.28206,0.05669
0.28306,0.05711
0.28406,0.05752
0.28506,0.05794
0.28606,0.05836
0.28706,0.05878
0.28806,0.05920
0.28906,0.05963
0.29006,0.06005
0.29106,0.06048
0.29206,0.06091
0.29306,0.06134
0.29406,0.06177
0.29506,0.06220
0.29606,0.06264
0.29706,0.06308
0.29806,0.06351
0.29906,0.06395
0.30006,0.06440
0.30106,0.06484
0.30206,0.06529
0.30306,0.06573
0.30406,0.06618
0.30506,0.06663
0.30606,0.06708
0.30706,0.06754
0.30806,0.06799
0.30906,0.06845
0.31006,0.06891
0.31106,0.06937
0.31206,0.06983
0.31306,0.07029
0.31406,0.07076
0.31506,0.07123
0.31606,0.07170
0.31706,0.07217
0.31806,0.07264
0.31906,0.07311
0.32006,0.07359
0.32106,0.07407
0.32206,0.07454
0.32306,0.07503
0.32406,0.07551
0.32507,0.07599
0.32607,0.07648
0.32707,0.07697
0.32807,0.07745
0.32907,0.07795
0.33007,0.07844
0.33107,0.07893
0.33207,0.07943
0.33307,0.07993
0.33407,0.08043
0.33507,0.08093
0.33607,0.08143
0.33707,0.08194
0.33807,0.08244
0.33907,0.08295
0.34007,0.08346
0.34107,0.08397
0.34207,0.08449
0.34307,0.08500
0.34407,0.08552
0.34507,0.08604
0.34607,0.08656
0.34707,0.08708
0.34807,0.08760
0.34907,0.08813
0.35007,0.08866
0.35107,0.08919
0.35207,0.08972
0.35307,0.09025
0.35407,0.09078
0.35507,0.09132
0.35607,0.09186
0.35707,0.09240
0.35807,0.09294
0.35907,0.09348
0.36007,0.09403
0.36107,0.09458
0.36207,0.09513
0.36307,0.09568
0.36407,0.09623
0.36507,0.09678
0.36607,0.09734
0.36707,0.09790
0.36807,0.09846
0.36907,0.09902
0.37007,0.09958
0.37107,0.10015
0.37207,0.10071
0.37307,0.10128
0.37407,0.10185
0.37508,0.10243
0.37608,0.10300
0.37708,0.10358
0.37808,0.10415
0.37908,0.10473
0.38008,0.10532
0.38108,0.10590
0.38208,0.10648
0.38308,0.10707
0.38408,0.10766
0.38508,0.10825
0.38608,0.10884
0.38708,0.10944
0.38808,0.11003
0.38908,0.11063
0.39008,0.11123
0.39108,0.11183
0.39208,0.11244
0.39308,0.11304
0.39408,0.11365
0.39508,0.11426
0.39608,0.11487
0.39708,0.11549
0.39808,0.11610
0.39908,0.11672
0.40008,0.11734
0.40108,0.11796
0.40208,0.11858
0.40308,0.11920
0.40408,0.11983
0.40508,0.12046
0.40608,0.12109
0.40708,0.12172
0.40808,0.12236
0.40908,0.12299
0.41008,0.12363
0.41108,0.12427
0.41208,0.12491
0.41308,0.12556
0.41408,0.12620
0.41508,0.12685
0.41608,0.12750
0.41708,0.12815
0.41808,0.12880
0.41908,0.12946
0.42008,0.13012
0.42108,0.13078
0.42208,0.13144
0.42308,0.13210
0.42408,0.13276
0.42509,0.13343
0.42609,0.13410
0.42709,0.13477
0.42809,0.13544
0.42909,0.13612
0.43009,0.13680
0.43109,0.13748
0.43209,0.13816
0.43309,0.13884
0.43409,0.13952
0.43509,0.14021
0.43609,0.14090
0.43709,0.14159
0.43809,0.14228
0.43909,0.14298
0.44009,0.14368
0.44109,0.14437
0.44209,0.14508
0.44309,0.14578
0.44409,0.14648
0.44509,0.14719
0.44609,0.14790
0.44709,0.14861
0.44809,0.14932
0.44909,0.15004
0.45009,0.15076
0.45109,0.15147
0.45209,0.15220
0.45309,0.15292
0.45409,0.15364
0.45509,0.15437
0.45609,0.15510
0.45709,0.15583
0.45809,0.15657
0.45909,0.15730
0.46009,0.15804
0.46109,0.15878
0.46209,0.15952
0.46309,0.16027
0.46409,0.16101
0.46509,0.16176
0.46609,0.16251
0.46709,0.16326
0.46809,0.16402
0.46909,0.16477
0.47009,0.16553
0.47109,0.16629
0.47209,0.16706
0.47309,0.16782
0.47409,0.16859
0.47510,0.16936
0.47610,0.17013
0.47710,0.17090
0.47810,0.17168
0.47910,0.17246
0.48010,0.17324
0.48110,0.17402
0.48210,0.17480
0.48310,0.17559
0.48410,0.17638
0.48510,0.17717
0.48610,0.17796
0.48710,0.17876
0.48810,0.17955
0.48910,0.18035
0.49010,0.18115
